Method,Global PCC,Per-gene PCC,Per-sample PCC,MSE
BulkFM-CLS-CONT-15,0.96625996,0.7757102847099304,0.9655948281288147,0.19034461677074432
BulkFM-CLS-CONT-75,0.9710465,0.8038218021392822,0.9704164862632751,0.16367611289024353
BulkFM-MASK-BIN-15,0.94384336,0.6177786588668823,0.9468166828155518,0.31309249997138977
BulkFM-MASK-CONT-15,0.9714905,0.8051822185516357,0.9709188342094421,0.161192387342453
PCA256,0.9828124,0.8870277404785156,0.9826266765594482,0.0977414920926094
